]633;E;{ head -n1 "$OUT"\x3b tail -n +2 "$OUT" | LC_ALL=C sort -u\x3b } > .tmp && mv .tmp "$OUT";3144bff2-d5ee-477d-95d4-68949f379621]633;Clema,pos,fuente,localizacion
arrebollar,VerbosPronominales,RAE,es_ES
arrebozar,VerbosTransitivosPronominales,RAE,es_ES
arrebujar,VerbosTransitivosPronominales,RAE,es_ES
arrecadar,VerbosTransitivos,RAE,es_ES
arrechuchar,VerbosTransitivos,RAE,es_ES
arrechucho,NombresMasculinos,RAE,es_ES
arreciar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
arrecifar,VerbosTransitivos,RAE,es_ES
arrecife,NombresMasculinos,RAE,es_ES
arredilar,VerbosTransitivos,RAE,es_ES
arredondear,VerbosTransitivosPronominales,RAE,es_ES
arredrar,VerbosTransitivosPronominales,RAE,es_ES
arregazar,VerbosTransitivosPronominales,RAE,es_ES
arreglada,Adjetivos,RAE,es_ES
arreglado,Adjetivos,RAE,es_ES
arreglador,Adjetivos,RAE,es_ES
arreglar,VerbosTransitivosPronominales,RAE,es_ES
arreglista,NombresComunes,RAE,es_ES
arreglo,NombresMasculinos,RAE,es_ES
arregostar,VerbosPronominales,RAE,es_ES
arrejacar,VerbosTransitivos,RAE,es_ES
arrejerar,VerbosTransitivos,RAE,es_ES
arrelde,NombresMasculinosFemeninos,RAE,es_ES
arrellanar,VerbosPronominales,RAE,es_ES
arremangado,Adjetivos,RAE,es_ES
arremangar,VerbosTransitivosPronominales,RAE,es_ES
arrematar,VerbosTransitivos,RAE,es_ES
arremedar,VerbosTransitivos,RAE,es_ES
arremeter,VerbosIntransitivos,RAE,es_ES
arremetida,NombresFemeninos,RAE,es_ES
arremetimiento,NombresMasculinos,RAE,es_ES
arremolinar,VerbosPronominales,RAE,es_ES
arrempujar,VerbosAnticuadosDesusados,RAE,es_ES
arrendadero,NombresMasculinos,RAE,es_ES
arrendador,Adjetivos,RAE,es_ES
arrendador,NombresMasculinos,RAE,es_ES
arrendador,NombresMasculinosFemeninos,RAE,es_ES
arrendajo,NombresMasculinos,RAE,es_ES
arrendamiento,NombresMasculinos,RAE,es_ES
arrendar,VerbosTransitivos,RAE,es_ES
arrendatario,Adjetivos,RAE,es_ES
arrendaticio,Adjetivos,RAE,es_ES
arreo,Adverbios,RAE,es_ES
arreo,NombresMasculinos,RAE,es_ES
arrepanchigar,VerbosPronominales,RAE,es_ES
arrepasar,VerbosPronominales,RAE,es_ES
arrepentida,NombresFemeninos,RAE,es_ES
arrepentimiento,NombresMasculinos,RAE,es_ES
arrepentir,VerbosPronominales,RAE,es_ES
arrepistar,VerbosTransitivos,RAE,es_ES
arrequesonar,VerbosPronominales,RAE,es_ES
arrequive,NombresMasculinos,RAE,es_ES
arrestar,VerbosTransitivosPronominales,RAE,es_ES
arresto,NombresMasculinos,RAE,es_ES
arretranca,NombresFemeninos,RAE,es_ES
arrevolver,VerbosAnticuadosDesusados,RAE,es_ES
arrezagar,VerbosTransitivosPronominales,RAE,es_ES
arria,NombresFemeninos,RAE,es_ES
arrianismo,NombresMasculinos,RAE,es_ES
arriano,Adjetivos,RAE,es_ES
arriar,VerbosTransitivos,RAE,es_ES
arriar,VerbosTransitivosPronominales,RAE,es_ES
arriate,NombresMasculinos,RAE,es_ES
arriba,Adverbios,RAE,es_ES
arribada,NombresFemeninos,RAE,es_ES
arribar,VerbosIntransitivosPronominales,RAE,es_ES
arribista,NombresComunes,RAE,es_ES
arribo,NombresMasculinos,RAE,es_ES
arridar,VerbosTransitivos,RAE,es_ES
arriendo,NombresMasculinos,RAE,es_ES
arriero,NombresMasculinosFemeninos,RAE,es_ES
arriesgado,Adjetivos,RAE,es_ES
arriesgar,VerbosTransitivosPronominales,RAE,es_ES
arrimadero,NombresMasculinos,RAE,es_ES
arrimadillo,NombresMasculinos,RAE,es_ES
arrimadizo,Adjetivos,RAE,es_ES
arrimadizo,NombresMasculinosFemeninos,RAE,es_ES
arrimador,NombresMasculinos,RAE,es_ES
arrimadura,NombresFemeninos,RAE,es_ES
arrimar,VerbosTransitivosPronominales,RAE,es_ES
arrimo,NombresMasculinos,RAE,es_ES
arrincar,VerbosAnticuadosDesusados,RAE,es_ES
arrinconado,Adjetivos,RAE,es_ES
arrinconamiento,NombresMasculinos,RAE,es_ES
arrinconar,VerbosTransitivosPronominales,RAE,es_ES
arriostrar,VerbosTransitivos,RAE,es_ES
arriscador,NombresMasculinosFemeninos,RAE,es_ES
arriscamiento,NombresMasculinos,RAE,es_ES
arriscar,VerbosTransitivosPronominales,RAE,es_ES
arritar,VerbosTransitivos,RAE,es_ES
arritmia,NombresFemeninos,RAE,es_ES
arrizar,VerbosTransitivos,RAE,es_ES
arroba,NombresFemeninos,RAE,es_ES
arrobadizo,Adjetivos,RAE,es_ES
arrobador,Adjetivos,RAE,es_ES
arrobamiento,NombresMasculinos,RAE,es_ES
arrobar,VerbosTransitivos,RAE,es_ES
arrobar,VerbosTransitivosPronominales,RAE,es_ES
arrobero,Adjetivos,RAE,es_ES
arrocado,Adjetivos,RAE,es_ES
arrocero,Adjetivos,RAE,es_ES
arrocero,NombresMasculinosFemeninos,RAE,es_ES
arrocinar,VerbosTransitivosPronominales,RAE,es_ES
arrodear,VerbosTransitivosIntransitivos,RAE,es_ES
arrodilladura,NombresFemeninos,RAE,es_ES
arrodillamiento,NombresMasculinos,RAE,es_ES
arrodillar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
arrodrigar,VerbosTransitivos,RAE,es_ES
arrodrigonar,VerbosTransitivos,RAE,es_ES
arrogancia,NombresFemeninos,RAE,es_ES
arrogante,Adjetivos,RAE,es_ES
arrogar,VerbosPronominales,RAE,es_ES
arrojadizo,Adjetivos,RAE,es_ES
arrojado,Adjetivos,RAE,es_ES
arrojado,NombresMasculinos,RAE,es_ES
arrojador,Adjetivos,RAE,es_ES
arrojar,VerbosTransitivosPronominales,RAE,es_ES
arrojo,NombresMasculinos,RAE,es_ES
arrollable,Adjetivos,RAE,es_ES
arrollador,Adjetivos,RAE,es_ES
arrollamiento,NombresMasculinos,RAE,es_ES
arrollar,VerbosTransitivos,RAE,es_ES
arromadizar,VerbosTransitivosPronominales,RAE,es_ES
arromanzar,VerbosTransitivos,RAE,es_ES
arromar,VerbosTransitivosPronominales,RAE,es_ES
arromper,VerbosTransitivos,RAE,es_ES
arronjar,VerbosAnticuadosDesusados,RAE,es_ES
arronzar,VerbosTransitivosIntransitivos,RAE,es_ES
arropar,VerbosTransitivos,RAE,es_ES
arropar,VerbosTransitivosPronominales,RAE,es_ES
arrope,NombresMasculinos,RAE,es_ES
arropiero,NombresMasculinosFemeninos,RAE,es_ES
arropía,NombresFemeninos,RAE,es_ES
arrostrar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
arroyada,NombresFemeninos,RAE,es_ES
arroyar,VerbosPronominales,RAE,es_ES
arroyar,VerbosTransitivosPronominales,RAE,es_ES
arroyo,NombresMasculinos,RAE,es_ES
arroz,NombresMasculinos,RAE,es_ES
arrozal,NombresMasculinos,RAE,es_ES
arruar,VerbosIntransitivos,RAE,es_ES
arruchar,VerbosTransitivos,RAE,es_ES
arrufar,VerbosTransitivosIntransitivos,RAE,es_ES
arruga,NombresFemeninos,RAE,es_ES
arrugamiento,NombresMasculinos,RAE,es_ES
arrugar,VerbosTransitivosPronominales,RAE,es_ES
arruinador,Adjetivos,RAE,es_ES
arruinamiento,NombresMasculinos,RAE,es_ES
arruinar,VerbosTransitivosPronominales,RAE,es_ES
arrullador,Adjetivos,RAE,es_ES
arrullar,VerbosTransitivosPronominales,RAE,es_ES
arrumaco,NombresMasculinos,RAE,es_ES
arrumaje,NombresMasculinos,RAE,es_ES
arrumar,VerbosTransitivosPronominales,RAE,es_ES
arrumbamiento,NombresMasculinos,RAE,es_ES
arrumbar,VerbosTransitivos,RAE,es_ES
arrumbar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
arrunflar,VerbosTransitivosPronominales,RAE,es_ES
arrusticar,VerbosTransitivosPronominales,RAE,es_ES
arrutar,VerbosTransitivos,RAE,es_ES
arrutinar,VerbosTransitivosPronominales,RAE,es_ES
arráez,NombresMasculinos,RAE,es_ES
arsenal,NombresMasculinos,RAE,es_ES
arseniato,NombresMasculinos,RAE,es_ES
arsenical,Adjetivos,RAE,es_ES
arsenioso,NombresCompuestos,RAE,es_ES
arsenito,NombresMasculinos,RAE,es_ES
arseniuro,NombresMasculinos,RAE,es_ES
arsénico,NombresMasculinos,RAE,es_ES
arte,NombresAmbiguos,RAE,es_ES
artefacto,NombresMasculinos,RAE,es_ES
artejo,NombresMasculinos,RAE,es_ES
artemisa,NombresFemeninos,RAE,es_ES
artemisia,NombresFemeninos,RAE,es_ES
artera,NombresFemeninos,RAE,es_ES
arteria,NombresFemeninos,RAE,es_ES
arterial,Adjetivos,RAE,es_ES
arteriola,NombresFemeninos,RAE,es_ES
arteriosclerosis,NombresFemeninos,RAE,es_ES
arterioso,Adjetivos,RAE,es_ES
artero,Adjetivos,RAE,es_ES
artería,NombresFemeninos,RAE,es_ES
artesa,NombresFemeninos,RAE,es_ES
artesanado,NombresMasculinos,RAE,es_ES
artesanal,Adjetivos,RAE,es_ES
artesanalmente,Adverbios,RAE,es_ES
artesano,Adjetivos,RAE,es_ES
artesano,NombresMasculinosFemeninos,RAE,es_ES
artesanía,NombresFemeninos,RAE,es_ES
artesiano,Adjetivos,RAE,es_ES
artesonado,Adjetivos,RAE,es_ES
artesonado,NombresMasculinos,RAE,es_ES
artesonar,VerbosTransitivos,RAE,es_ES
articulada,Adjetivos,RAE,es_ES
articulado,Adjetivos,RAE,es_ES
articulado,NombresMasculinos,RAE,es_ES
articulador,Adjetivos,RAE,es_ES
articular,Adjetivos,RAE,es_ES
articular,VerbosTransitivosPronominales,RAE,es_ES
articulario,Adjetivos,RAE,es_ES
articulatorio,Adjetivos,RAE,es_ES
articulista,NombresComunes,RAE,es_ES
artificial,Adjetivos,RAE,es_ES
artificialidad,NombresFemeninos,RAE,es_ES
artificialmente,Adverbios,RAE,es_ES
artificiar,VerbosAnticuadosDesusados,RAE,es_ES
artificiero,NombresMasculinos,RAE,es_ES
artificio,NombresMasculinos,RAE,es_ES
artificiosa,Adjetivos,RAE,es_ES
artificiosidad,Adjetivos,RAE,es_ES
artificioso,Adjetivos,RAE,es_ES
artigar,VerbosTransitivos,RAE,es_ES
artillado,NombresMasculinos,RAE,es_ES
artillar,VerbosTransitivos,RAE,es_ES
artillero,Adjetivos,RAE,es_ES
artillero,NombresMasculinos,RAE,es_ES
artillería,NombresFemeninos,RAE,es_ES
artilugio,NombresMasculinos,RAE,es_ES
artimaña,NombresFemeninos,RAE,es_ES
artimón,NombresMasculinos,RAE,es_ES
artiodáctilo,Adjetivos,RAE,es_ES
artiodáctilo,NombresMasculinos,RAE,es_ES
artista,Adjetivos,RAE,es_ES
artista,NombresComunes,RAE,es_ES
artizar,VerbosAnticuadosDesusados,RAE,es_ES
artolas,NombresFemeninos,RAE,es_ES
artritis,NombresFemeninos,RAE,es_ES
artritismo,NombresMasculinos,RAE,es_ES
artroscopia,NombresFemeninos,RAE,es_ES
artroscopio,NombresMasculinos,RAE,es_ES
artroscopía,NombresFemeninos,RAE,es_ES
artrosis,NombresFemeninos,RAE,es_ES
artrítico,Adjetivos,RAE,es_ES
artrópodo,Adjetivos,RAE,es_ES
artrópodo,NombresMasculinos,RAE,es_ES
artículo,NombresMasculinos,RAE,es_ES
artífice,NombresComunes,RAE,es_ES
artístico,Adjetivos,RAE,es_ES
aruñar,VerbosTransitivos,RAE,es_ES
arveja,NombresFemeninos,RAE,es_ES
arvejana,NombresFemeninos,RAE,es_ES
arzobispado,NombresMasculinos,RAE,es_ES
arzobispal,Adjetivos,RAE,es_ES
arzobispo,NombresMasculinos,RAE,es_ES
arzolla,NombresFemeninos,RAE,es_ES
arzón,NombresMasculinos,RAE,es_ES
arábigo,Adjetivos,RAE,es_ES
arábigo,NombresMasculinos,RAE,es_ES
arácea,NombresFemeninos,RAE,es_ES
aráceo,Adjetivos,RAE,es_ES
arácnido,Adjetivos,RAE,es_ES
arácnido,NombresMasculinos,RAE,es_ES
arándano,NombresMasculinos,RAE,es_ES
arísaro,NombresMasculinos,RAE,es_ES
arúspice,NombresMasculinos,RAE,es_ES
as,NombresMasculinos,RAE,es_ES
asa,NombresFemeninos,RAE,es_ES
asaborir,VerbosAnticuadosDesusados,RAE,es_ES
asacristanado,Adjetivos,RAE,es_ES
asadero,Adjetivos,RAE,es_ES
asadero,NombresMasculinos,RAE,es_ES
asado,Adjetivos,RAE,es_ES
asado,NombresMasculinos,RAE,es_ES
asador,NombresMasculinosFemeninos,RAE,es_ES
asadura,NombresFemeninos,RAE,es_ES
asaetar,VerbosTransitivos,RAE,es_ES
asaetear,VerbosTransitivos,RAE,es_ES
asainetear,VerbosTransitivos,RAE,es_ES
asalariado,Adjetivos,RAE,es_ES
asalariar,VerbosTransitivos,RAE,es_ES
asalir,VerbosAnticuadosDesusados,RAE,es_ES
asalmerar,VerbosTransitivos,RAE,es_ES
asaltante,Adjetivos,RAE,es_ES
asaltar,VerbosTransitivos,RAE,es_ES
asamblea,NombresFemeninos,RAE,es_ES
asambleario,Adjetivos,RAE,es_ES
asambleísta,NombresComunes,RAE,es_ES
asana,NombresMasculinos,RAE,es_ES
asar,VerbosTransitivosPronominales,RAE,es_ES
asardinado,Adjetivos,RAE,es_ES
asarero,NombresMasculinos,RAE,es_ES
asarina,NombresFemeninos,RAE,es_ES
asativo,Adjetivos,RAE,es_ES
asayar,VerbosAnticuadosDesusados,RAE,es_ES
asaz,Adjetivos,RAE,es_ES
asaz,Adverbios,RAE,es_ES
asbestino,Adjetivos,RAE,es_ES
asbesto,NombresMasculinos,RAE,es_ES
asca,NombresFemeninos,RAE,es_ES
ascalonia,NombresFemeninos,RAE,es_ES
ascalonita,Adjetivos,RAE,es_ES
ascendencia,NombresFemeninos,RAE,es_ES
ascendente,Adjetivos,RAE,es_ES
ascendente,NombresMasculinos,RAE,es_ES
ascender,VerbosTransitivosIntransitivos,RAE,es_ES
ascendiente,Adjetivos,RAE,es_ES
ascendiente,NombresComunes,RAE,es_ES
ascensional,Adjetivos,RAE,es_ES
ascensionista,NombresComunes,RAE,es_ES
ascensión,NombresFemeninos,RAE,es_ES
ascenso,NombresMasculinos,RAE,es_ES
ascensor,NombresMasculinos,RAE,es_ES
ascensorista,NombresComunes,RAE,es_ES
asceta,NombresComunes,RAE,es_ES
asceterio,NombresMasculinos,RAE,es_ES
ascetismo,NombresMasculinos,RAE,es_ES
ascitis,NombresFemeninos,RAE,es_ES
asclepiadeo,Adjetivos,RAE,es_ES
asclepiadeo,NombresMasculinos,RAE,es_ES
asclepiadácea,NombresFemeninos,RAE,es_ES
asclepiadáceo,Adjetivos,RAE,es_ES
asco,NombresMasculinos,RAE,es_ES
asconder,VerbosAnticuadosDesusados,RAE,es_ES
ascosidad,NombresFemeninos,RAE,es_ES
ascoso,Adjetivos,RAE,es_ES
ascua,NombresFemeninos,RAE,es_ES
ascética,NombresFemeninos,RAE,es_ES
ascético,Adjetivos,RAE,es_ES
aseada,Adjetivos,RAE,es_ES
aseado,Adjetivos,RAE,es_ES
asear,VerbosTransitivosPronominales,RAE,es_ES
asechamiento,NombresMasculinos,RAE,es_ES
asechanza,NombresFemeninos,RAE,es_ES
asechar,VerbosTransitivos,RAE,es_ES
asedar,VerbosTransitivos,RAE,es_ES
asediador,Adjetivos,RAE,es_ES
asediar,VerbosTransitivos,RAE,es_ES
asedio,NombresMasculinos,RAE,es_ES
aseglarar,VerbosPronominales,RAE,es_ES
asegurado,Adjetivos,RAE,es_ES
asegurador,Adjetivos,RAE,es_ES
aseguramiento,NombresMasculinos,RAE,es_ES
asegurar,VerbosTransitivosPronominales,RAE,es_ES
aselar,VerbosIntransitivosPronominales,RAE,es_ES
asemejar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
asenderear,VerbosTransitivos,RAE,es_ES
asengladura,NombresFemeninos,RAE,es_ES
asenso,NombresMasculinos,RAE,es_ES
asentaderas,NombresFemeninos,RAE,es_ES
asentado,NombresMasculinosFemeninos,RAE,es_ES
asentador,NombresMasculinos,RAE,es_ES
asentar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
asentir,VerbosIntransitivos,RAE,es_ES
asentista,NombresMasculinos,RAE,es_ES
aseo,NombresMasculinos,RAE,es_ES
asepsia,NombresFemeninos,RAE,es_ES
asequible,Adjetivos,RAE,es_ES
aserción,NombresFemeninos,RAE,es_ES
aserenar,VerbosTransitivosPronominales,RAE,es_ES
aseriar,VerbosPronominales,RAE,es_ES
aserrada,NombresCompuestos,RAE,es_ES
aserradero,NombresMasculinos,RAE,es_ES
aserrado,NombresMasculinos,RAE,es_ES
aserradura,NombresFemeninos,RAE,es_ES
aserrar,VerbosTransitivos,RAE,es_ES
asertivo,Adjetivos,RAE,es_ES
aserto,NombresMasculinos,RAE,es_ES
asertor,NombresMasculinosFemeninos,RAE,es_ES
asertorio,Adjetivos,RAE,es_ES
asesar,VerbosTransitivosIntransitivos,RAE,es_ES
asesinar,VerbosTransitivos,RAE,es_ES
asesinato,NombresMasculinos,RAE,es_ES
asesino,Adjetivos,RAE,es_ES
asesor,Adjetivos,RAE,es_ES
asesoramiento,NombresMasculinos,RAE,es_ES
asesorar,VerbosTransitivosPronominales,RAE,es_ES
asesoría,NombresFemeninos,RAE,es_ES
asestadero,NombresMasculinos,RAE,es_ES
asestadura,NombresFemeninos,RAE,es_ES
asestar,VerbosIntransitivos,RAE,es_ES
asestar,VerbosTransitivosIntransitivos,RAE,es_ES
aseverar,VerbosTransitivos,RAE,es_ES
aseverativo,Adjetivos,RAE,es_ES
asfaltar,VerbosTransitivos,RAE,es_ES
asfalto,NombresMasculinos,RAE,es_ES
asfixia,NombresFemeninos,RAE,es_ES
asfixiante,Adjetivos,RAE,es_ES
asfixiar,VerbosTransitivosPronominales,RAE,es_ES
asfáltico,Adjetivos,RAE,es_ES
asibilación,NombresFemeninos,RAE,es_ES
asibilar,VerbosTransitivos,RAE,es_ES
asidero,NombresMasculinos,RAE,es_ES
asiduidad,NombresFemeninos,RAE,es_ES
asiduo,Adjetivos,RAE,es_ES
asiento,NombresMasculinos,RAE,es_ES
asignado,NombresMasculinos,RAE,es_ES
asignar,VerbosTransitivos,RAE,es_ES
asilado,NombresMasculinosFemeninos,RAE,es_ES
asilar,VerbosTransitivosPronominales,RAE,es_ES
asilvestrado,Adjetivos,RAE,es_ES
asimetría,NombresFemeninos,RAE,es_ES
asimiento,NombresMasculinos,RAE,es_ES
asimilado,Adjetivos,RAE,es_ES
asimilar,VerbosTransitivosPronominales,RAE,es_ES
asimilativo,Adjetivos,RAE,es_ES
asimilismo,NombresMasculinos,RAE,es_ES
asimilista,Adjetivos,RAE,es_ES
asimismo,Adverbios,RAE,es_ES
asimétricas,NombresFemeninos,RAE,es_ES
asina,Adverbios,RAE,es_ES
asincronía,NombresFemeninos,RAE,es_ES
asintomático,Adjetivos,RAE,es_ES
asir,VerbosIntransitivos,RAE,es_ES
asir,VerbosTransitivosPronominales,RAE,es_ES
asirio,NombresMasculinos,RAE,es_ES
asistencia,NombresFemeninos,RAE,es_ES
asistencial,Adjetivos,RAE,es_ES
asistenta,NombresFemeninos,RAE,es_ES
asistente,NombresMasculinos,RAE,es_ES
asistido,Adjetivos,RAE,es_ES
asistimiento,NombresMasculinos,RAE,es_ES
asistir,VerbosTransitivosIntransitivos,RAE,es_ES
asistolia,NombresFemeninos,RAE,es_ES
asiático,Adjetivos,RAE,es_ES
asma,NombresFemeninos,RAE,es_ES
asmar,VerbosAnticuadosDesusados,RAE,es_ES
asmático,Adjetivos,RAE,es_ES
asna,NombresFemeninos,RAE,es_ES
asnacho,NombresMasculinos,RAE,es_ES
asnado,NombresMasculinos,RAE,es_ES
asnal,Adjetivos,RAE,es_ES
asnico,NombresMasculinos,RAE,es_ES
asno,Adjetivos,RAE,es_ES
asno,NombresMasculinos,RAE,es_ES
asobarcar,VerbosTransitivos,RAE,es_ES
asobinar,VerbosPronominales,RAE,es_ES
asocairar,VerbosPronominales,RAE,es_ES
asociacionismo,NombresMasculinos,RAE,es_ES
asociado,Adjetivos,RAE,es_ES
asociado,NombresMasculinosFemeninos,RAE,es_ES
asociamiento,NombresMasculinos,RAE,es_ES
asociar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
asociativo,Adjetivos,RAE,es_ES
asolador,Adjetivos,RAE,es_ES
asolamiento,NombresMasculinos,RAE,es_ES
asolanar,VerbosTransitivosPronominales,RAE,es_ES
asolapar,VerbosTransitivos,RAE,es_ES
asolar,VerbosTransitivosPronominales,RAE,es_ES
asoldadar,VerbosTransitivosPronominales,RAE,es_ES
asoldar,VerbosTransitivosPronominales,RAE,es_ES
asolear,VerbosTransitivosPronominales,RAE,es_ES
asomada,NombresFemeninos,RAE,es_ES
asomar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
asombradizo,Adjetivos,RAE,es_ES
asombrador,Adjetivos,RAE,es_ES
asombrar,VerbosTransitivosPronominales,RAE,es_ES
asombro,NombresMasculinos,RAE,es_ES
asonancia,NombresFemeninos,RAE,es_ES
asonantar,VerbosTransitivosIntransitivos,RAE,es_ES
asonar,VerbosAnticuadosDesusados,RAE,es_ES
asonar,VerbosIntransitivos,RAE,es_ES
asondar,VerbosTransitivos,RAE,es_ES
asordar,VerbosTransitivos,RAE,es_ES
asosegar,VerbosAnticuadosDesusados,RAE,es_ES
asotanar,VerbosTransitivos,RAE,es_ES
asotilar,VerbosAnticuadosDesusados,RAE,es_ES
aspa,NombresFemeninos,RAE,es_ES
aspadera,NombresFemeninos,RAE,es_ES
aspar,VerbosTransitivosPronominales,RAE,es_ES
aspaventar,VerbosTransitivos,RAE,es_ES
aspaviento,NombresMasculinos,RAE,es_ES
aspear,VerbosPronominales,RAE,es_ES
aspecto,NombresMasculinos,RAE,es_ES
aspectual,Adjetivos,RAE,es_ES
asperear,VerbosIntransitivos,RAE,es_ES
aspereza,NombresFemeninos,RAE,es_ES
aspergear,VerbosTransitivos,RAE,es_ES
asperger,VerbosTransitivos,RAE,es_ES
asperiega,NombresFemeninos,RAE,es_ES
asperiego,NombresMasculinos,RAE,es_ES
asperilla,NombresFemeninos,RAE,es_ES
asperjar,VerbosTransitivos,RAE,es_ES
aspersión,NombresFemeninos,RAE,es_ES
aspersorio,NombresMasculinos,RAE,es_ES
asperón,NombresMasculinos,RAE,es_ES
aspidistra,NombresFemeninos,RAE,es_ES
aspillar,VerbosTransitivos,RAE,es_ES
aspillera,NombresFemeninos,RAE,es_ES
aspillerar,VerbosTransitivos,RAE,es_ES
aspirada,NombresFemeninos,RAE,es_ES
aspirado,Adjetivos,RAE,es_ES
aspirador,Adjetivos,RAE,es_ES
aspirador,NombresMasculinosFemeninos,RAE,es_ES
aspirante,Adjetivos,RAE,es_ES
aspirante,NombresComunes,RAE,es_ES
aspirar,VerbosTransitivos,RAE,es_ES
aspirina,NombresFemeninos,RAE,es_ES
aspro,NombresMasculinos,RAE,es_ES
aspálato,NombresMasculinos,RAE,es_ES
asquear,VerbosTransitivosIntransitivos,RAE,es_ES
asquerosidad,NombresFemeninos,RAE,es_ES
asqueroso,Adjetivos,RAE,es_ES
asta,NombresFemeninos,RAE,es_ES
astada,Adjetivos,RAE,es_ES
astado,Adjetivos,RAE,es_ES
astado,NombresMasculinos,RAE,es_ES
astato,NombresMasculinos,RAE,es_ES
astenia,NombresFemeninos,RAE,es_ES
aster,NombresMasculinos,RAE,es_ES
asterisco,NombresMasculinos,RAE,es_ES
asterismo,NombresMasculinos,RAE,es_ES
astero,NombresMasculinos,RAE,es_ES
asteroide,Adjetivos,RAE,es_ES
asteroide,NombresMasculinos,RAE,es_ES
astifino,Adjetivos,RAE,es_ES
astigmatismo,NombresMasculinos,RAE,es_ES
astil,NombresMasculinos,RAE,es_ES
astilla,NombresFemeninos,RAE,es_ES
astillar,VerbosTransitivosPronominales,RAE,es_ES
astillazo,NombresMasculinos,RAE,es_ES
astillero,NombresMasculinos,RAE,es_ES
astilloso,Adjetivos,RAE,es_ES
astorgano,Adjetivos,RAE,es_ES
astracán,NombresMasculinos,RAE,es_ES
astral,Adjetivos,RAE,es_ES
astral,NombresMasculinos,RAE,es_ES
astreñir,VerbosTransitivos,RAE,es_ES
astricción,NombresFemeninos,RAE,es_ES
astrictivo,Adjetivos,RAE,es_ES
astringencia,NombresFemeninos,RAE,es_ES
astringente,Adjetivos,RAE,es_ES
astringir,VerbosTransitivos,RAE,es_ES
astriñir,VerbosTransitivos,RAE,es_ES
astro,NombresMasculinos,RAE,es_ES
astrobiología,NombresFemeninos,RAE,es_ES
astrofísica,NombresFemeninos,RAE,es_ES
astrofísico,Adjetivos,RAE,es_ES
astrofísico,NombresMasculinosFemeninos,RAE,es_ES
astrolabio,NombresMasculinos,RAE,es_ES
astrolito,NombresMasculinos,RAE,es_ES
astrologar,VerbosAnticuadosDesusados,RAE,es_ES
astrología,NombresFemeninos,RAE,es_ES
astrológico,Adjetivos,RAE,es_ES
astronauta,NombresComunes,RAE,es_ES
astronave,NombresFemeninos,RAE,es_ES
astronomía,NombresFemeninos,RAE,es_ES
astronáutica,NombresFemeninos,RAE,es_ES
astronáutico,Adjetivos,RAE,es_ES
astronómico,Adjetivos,RAE,es_ES
astrosa,Adjetivos,RAE,es_ES
astroso,Adjetivos,RAE,es_ES
astrágalo,NombresMasculinos,RAE,es_ES
astrógrafo,NombresMasculinos,RAE,es_ES
astrólogo,Adjetivos,RAE,es_ES
astrólogo,NombresMasculinosFemeninos,RAE,es_ES
astrónomo,NombresMasculinosFemeninos,RAE,es_ES
astucia,NombresFemeninos,RAE,es_ES
astur,Adjetivos,RAE,es_ES
asturianismo,NombresMasculinos,RAE,es_ES
asturiano,Adjetivos,RAE,es_ES
asturicense,Adjetivos,RAE,es_ES
asturleonés,Adjetivos,RAE,es_ES
asturleonés,NombresMasculinos,RAE,es_ES
astuto,Adjetivos,RAE,es_ES
astático,Adjetivos,RAE,es_ES
asubiadero,NombresMasculinos,RAE,es_ES
asubiar,VerbosIntransitivosPronominales,RAE,es_ES
asueto,NombresMasculinos,RAE,es_ES
asumible,Adjetivos,RAE,es_ES
asumir,VerbosTransitivos,RAE,es_ES
asuncionista,Adjetivos,RAE,es_ES
asunción,NombresFemeninos,RAE,es_ES
asuntar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
asunto,NombresMasculinos,RAE,es_ES
asurar,VerbosTransitivosPronominales,RAE,es_ES
asurcado,Adjetivos,RAE,es_ES
asurcar,VerbosTransitivos,RAE,es_ES
asustadizo,Adjetivos,RAE,es_ES
asustar,VerbosTransitivosPronominales,RAE,es_ES
así,Adjetivos,RAE,es_ES
así,Adverbios,RAE,es_ES
así,Conjunciones,RAE,es_ES
asín,Adverbios,RAE,es_ES
asíncrono,Adjetivos,RAE,es_ES
asíndeton,NombresFemeninos,RAE,es_ES
asíntota,NombresFemeninos,RAE,es_ES
asís,Adjetivos,RAE,es_ES
asómate,NombresMasculinos,RAE,es_ES
atabal,NombresMasculinos,RAE,es_ES
atabalear,VerbosIntransitivos,RAE,es_ES
atabalero,NombresMasculinos,RAE,es_ES
atabardillado,Adjetivos,RAE,es_ES
atabe,NombresMasculinos,RAE,es_ES
atabillar,VerbosTransitivos,RAE,es_ES
atabladera,NombresFemeninos,RAE,es_ES
atablar,VerbosTransitivos,RAE,es_ES
atacable,Adjetivos,RAE,es_ES
atacador,Adjetivos,RAE,es_ES
atacador,NombresMasculinos,RAE,es_ES
atacamita,NombresFemeninos,RAE,es_ES
